Serial,Event,Code Province,Code District,Code Division,Date (YMD),Duration (d),Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle,Damages in roads Mts
CY2008,FLOOD,lka004,lka004001,lka004001039,22/11/2008,0,0.0,0.0,0.0,119.0,649,0,11706,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003003,lka003003033,3/12/2008,0,0.0,0.0,0.0,0.0,6,0,175,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003015,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,445,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003015,23/11/2008,0,0.0,0.0,0.0,0.0,0,0,142,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003006,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,193,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003006,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003006,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,7,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003006,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,35,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,470,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003030,29/11/2008,0,0.0,0.0,0.0,0.0,0,0,59,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003030,17/12/2008,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,172,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,93,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,276,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka005,lka005003,lka005003024,23/11/2007,0,0.0,0.0,0.0,0.0,0,0,6,0,5,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,324,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,2716,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,34,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,642,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,243,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,76,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,712,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,113,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,595,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,284,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003024,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,6,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003003,lka003003012,9/12/2008,0,0.0,0.0,0.0,0.0,22,0,197,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka003,lka003003,lka003003012,9/12/2008,0,0.0,0.0,0.0,0.0,0,0,44,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,579,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,486,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,36,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,248,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,368,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002012,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,160,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002009,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,495,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002009,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,255,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002009,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,184,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002009,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1081,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,952,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1815,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1250,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,280,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1508,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,125,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,375,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1150,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,1250,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,613,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,745,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,920,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,1375,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,3525,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,429,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,1720,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,975,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,26/11/2008,0,0.0,0.0,0.0,0.0,0,0,397,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,1000,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,375,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,255,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,65,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,25/11/2008,0,0.0,0.0,0.0,0.0,0,0,510,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka004,lka004002,lka004002003,27/11/2008,0,0.0,0.0,0.0,0.0,0,0,1089,0,0,0,0,0,0,0.0,0,0
FL1994,FLOOD,lka005,lka005003,lka005003015,25/11/1994,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1995,FLOOD,lka009,lka009001,lka009001012,4/6/1995,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1993,FLOOD,lka001,lka001001,lka001001018,26/05/1993,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001003,lka001003010,19/03/1999,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2002,FLOOD,lka003,lka003003,lka003003025,18/12/2002,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka003,lka003003,lka003003025,17/11/2003,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1989,FLOOD,lka009,lka009002,lka009002021,20/09/1989,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1989,FLOOD,lka009,lka009002,lka009002027,20/09/1989,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1989,FLOOD,lka009,lka009002,lka009002033,20/09/1989,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1990,FLOOD,lka008,lka008001,lka008001003,6/1/1990,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1993,FLOOD,lka001,lka001003,lka001003012,8/10/1993,0,0.0,0.0,0.0,0.0,0,0,2500,0,0,0,0,0,0,0.0,0,0
FL1978,FLOOD,lka006,lka006001,lka006001024,24/11/1978,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka003,lka003003,lka003003015,24/11/1998,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka003,lka003003,lka003003018,24/11/1998,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka003,lka003003,lka003003009,26/12/1998,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1991,FLOOD,lka005,lka005002,lka005002012,15/12/1991,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1995,FLOOD,lka003,lka003003,lka003003012,10/5/1995,0,0.0,0.0,0.0,6.0,9,0,75,0,0,0,0,0,0,0.0,0,0
FL2003,FLOOD,lka006,lka006001,lka006001057,2/5/2003,0,0.0,0.0,0.0,7.0,0,0,35,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka006,lka006001,lka006001027,26/10/2006,0,0.0,0.0,0.0,3.0,2,0,25,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka006,lka006001,lka006001033,14/10/1999,0,0.0,0.0,0.0,0.0,7,0,35,0,0,0,0,0,0,0.0,0,0
FL1995,FLOOD,lka006,lka006001,lka006001033,5/11/1995,0,0.0,0.0,0.0,0.0,0,0,35,0,0,0,0,0,0,0.0,0,0
FL1989,FLOOD,lka003,lka003003,lka003003021,7/11/1989,0,0.0,0.0,0.0,4.0,21,0,128,0,0,0,0,0,0,0.0,0,0
FL2002,FLOOD,lka006,lka006001,lka006001030,30/11/2002,0,0.0,0.0,0.0,0.0,4,0,12,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka007,lka007002,lka007002006,14/12/2004,0,0.0,0.0,0.0,0.0,91,0,455,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka001,lka001002,lka001002024,12/10/1999,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka006,lka006001,lka006001054,22/10/2006,0,0.0,0.0,0.0,10.0,32,0,160,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001045,24/12/2005,0,0.0,0.0,0.0,0.0,6,0,710,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002003,lka002003012,11/1/2007,0,0.0,0.0,0.0,0.0,11,0,55,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka004,lka004001,lka004001003,26/12/2005,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001003,23/12/2007,0,0.0,0.0,0.0,1.0,5,0,23,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001003,23/12/2007,0,0.0,0.0,0.0,0.0,19,0,62,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001003,23/12/2007,0,0.0,0.0,0.0,0.0,127,0,505,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka005,lka005001,lka005001024,10/12/2004,0,0.0,0.0,0.0,0.0,0,0,36114,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka005,lka005001,lka005001036,10/12/2004,0,0.0,0.0,0.0,83.0,723,0,23414,0,0,0,0,0,0,0.0,0,0
FL1998,FLOOD,lka005,lka005002,lka005002054,4/1/1998,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1999,FLOOD,lka005,lka005001,lka005001015,3/1/1999,0,0.0,0.0,0.0,0.0,72,0,29795,0,0,0,0,0,0,0.0,0,0
FL2005,FLOOD,lka005,lka005001,lka005001039,6/1/2005,0,0.0,0.0,0.0,0.0,0,0,6530,0,0,0,0,0,0,0.0,0,0
FL2006,FLOOD,lka006,lka006001,lka006001066,26/10/2006,0,0.0,0.0,0.0,1.0,0,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001003,23/12/2007,0,0.0,0.0,0.0,0.0,60,0,240,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001003,23/12/2007,0,0.0,0.0,0.0,0.0,9,0,28,0,0,0,0,0,0,0.0,0,0
FL2004,FLOOD,lka005,lka005002,lka005002025,3/11/2004,0,0.0,0.0,0.0,0.0,0,0,21078,0,0,0,0,0,0,0.0,0,0
FL2001,FLOOD,lka005,lka005002,lka005002027,30/01/2001,0,0.0,0.0,0.0,0.0,0,0,13059,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001033,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,72,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001033,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,50,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001033,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,40,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001033,23/12/2007,0,0.0,0.0,0.0,0.0,4,0,63,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka004,lka004001,lka004001033,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,62,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003021,4/5/2007,0,1.0,0.0,0.0,0.0,1,0,1033,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003027,3/5/2007,0,0.0,0.0,0.0,4.0,8,0,49,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003003,6/5/2007,0,0.0,0.0,0.0,0.0,0,0,127,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003003,6/5/2007,0,0.0,0.0,0.0,2.0,0,0,195,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka009,lka009002,lka009002033,12/5/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003030,3/5/2007,0,0.0,0.0,0.0,0.0,0,0,600,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003033,3/5/2007,0,0.0,0.0,0.0,1.0,10,0,55,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,9/5/2007,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,9/5/2007,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,5/5/2007,0,1.0,0.0,0.0,0.0,15,0,75,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,3/5/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003036,3/5/2007,0,0.0,0.0,0.0,0.0,0,0,1660,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003030,3/5/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
UF2009,FLOOD,lka001,lka001003,lka001003036,10/4/2009,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka005,lka005003,lka005003027,8/1/2009,0,0.0,0.0,0.0,0.0,0,0,625,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka005,lka005003,lka005003027,8/1/2009,0,0.0,0.0,0.0,0.0,0,0,120,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka005,lka005003,lka005003018,8/1/2009,0,0.0,0.0,0.0,0.0,0,0,310,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka002,lka002001,lka002001057,20/05/2009,0,0.0,0.0,0.0,1.0,3,0,38,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka002,lka002001,lka002001057,20/05/2009,0,0.0,0.0,0.0,2.0,16,0,179,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka003,lka003003,lka003003015,12/4/2009,0,0.0,0.0,0.0,0.0,35,0,250,0,0,0,0,0,0,0.0,0,0
FL2009,FLOOD,lka002,lka002003,lka002003015,22/05/2009,0,0.0,0.0,0.0,0.0,0,0,25,0,0,0,0,0,0,0.0,0,0
FL1992,FLOOD,lka002,lka002003,lka002003012,12/11/1992,0,0.0,0.0,0.0,0.0,0,0,200,0,0,0,0,0,0,0.0,0,0
FL1992,FLOOD,lka002,lka002003,lka002003012,12/11/1992,0,0.0,0.0,0.0,0.0,0,0,135,0,0,0,0,0,0,0.0,0,0
FL1978,FLOOD,lka001,lka001003,lka001003021,13/05/1978,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL1978,FLOOD,lka002,lka002003,lka002003015,3/11/1978,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001001,lka001001027,1/6/2008,0,0.0,0.0,0.0,0.0,0,0,3776,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,5/5/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003003,6/5/2007,0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003006,23/10/2008,0,0.0,0.0,0.0,0.0,1,0,65,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003027,23/10/2008,0,0.0,0.0,0.0,0.0,1,0,12,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka001,lka001003,lka001003039,23/10/2008,0,0.0,0.0,0.0,0.0,3,0,11,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003039,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003018,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003036,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001003,lka001003015,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka009,lka009001,lka009001009,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka009,lka009001,lka009001027,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka009,lka009001,lka009001006,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,1800,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka009,lka009001,lka009001030,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
UF2007,FLOOD,lka009,lka009001,lka009001033,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
UF2007,FLOOD,lka009,lka009001,lka009001036,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
UF2007,FLOOD,lka009,lka009001,lka009001012,31/08/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka003,lka003001,lka003001018,6/11/2007,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka002,lka002003,lka002003012,18/12/2007,0,0.0,0.0,0.0,0.0,24,0,116,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka007,lka007002,lka007002018,22/12/2007,0,0.0,0.0,0.0,1.0,0,0,25,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka007,lka007001,lka007001045,4/11/2007,0,0.0,0.0,0.0,0.0,2,0,25,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka005,lka005001,lka005001009,23/12/2007,0,0.0,0.0,0.0,0.0,75,0,375,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka005,lka005001,lka005001009,23/12/2007,0,0.0,0.0,0.0,0.0,125,0,1370,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka005,lka005001,lka005001003,23/12/2007,0,0.0,0.0,0.0,0.0,0,0,1845,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001001,lka001001027,5/5/2007,0,0.0,0.0,0.0,0.0,0,0,1204,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001001,lka001001027,5/5/2007,0,0.0,0.0,0.0,0.0,0,0,2403,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001001,lka001001027,5/5/2007,0,0.0,0.0,0.0,0.0,0,0,24,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka001,lka001001,lka001001027,5/5/2007,0,0.0,0.0,0.0,0.0,0,0,3021,0,0,0,0,0,0,0.0,0,0
FL2007,FLOOD,lka007,lka007001,lka007001066,23/12/2007,0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005001,lka005001027,18/03/2008,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005001,lka005001015,18/03/2008,0,0.0,0.0,0.0,0.0,0,0,3320,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka008,lka008001,lka008001036,13/03/2008,0,0.0,0.0,0.0,0.0,0,0,54,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka008,lka008001,lka008001018,13/03/2008,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka008,lka008001,lka008001006,13/03/2008,0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0.0,0,0
FA2008,FLOOD,lka008,lka008001,lka008001012,13/03/2008,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003027,13/03/2008,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003003,13/03/2008,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
FL2008,FLOOD,lka005,lka005003,lka005003030,13/03/2008,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0
